Cghs Rate List1500.00,,,,,,,
SNo.,Procedure Name,Speciality Classification,Tier,Facility,Ward,Cghs Code No.,Rate (?)
2352,Second Look Laparoscopy (TMH - Genitourinary / Gynaecology) (G3S101),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH178,18000.00
2353,Second Look Laparotomy (TMH - Genitourinary / Gynaecology) (G3S102),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH179,18000.00
2354,TAH (Total Abdominal Hysterectomy) (TMH - Genitourinary / Gynaecology) (G3S103),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH180,18000.00
2355,TAH+ Bilateral Salpingo-Oopherectomy (TMH - Genitourinary / Gynaecology) (G3S104),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH181,18000.00
2356,TAH + BSO + Node Sampling (TMH - Genitourinary / Gynaecology) (G3S105),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH182,18000.00
2357,Vulva Hemivulvectomy (TMH - Genitourinary / Gynaecology) (G3S106),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH183,18000.00
2358,Vulva Wide Excision (TMH - Genitourinary / Gynaecology) (G3S107),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH184,18000.00
2359,Operative Hysteroscopy (TMH - Genitourinary / Gynaecology) (G3S108),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH185,18000.00
2360,Lymphocoele Drainage (TMH - Genitourinary / Gynaecology) (G3S109),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH186,18000.00
2361,Colostomy/Ileostomy Closure (TMH - Genitourinary / Gynaecology) (G3S110),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH187,18000.00
2362,Cystoscopy + DJ Stenting (TMH - Genitourinary / Gynaecology) (G3S111),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH188,18000.00
2363,Cystostomy - Suprapubic (TMH - Genitourinary / Gynaecology) (G3S112),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH189,18000.00
2364,High Orchidectomy (TMH - Genitourinary / Gynaecology) (G3S113),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH190,18000.00
2365,Scrotectomy (TMH - Genitourinary / Gynaecology) (G3S114),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH191,18000.00
2366,Autograft Flap Reconstruction (Breast) (TMH - Plastic & Reconstructive) (G3S115),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH192,18000.00
2367,Implant Reconstruction (Breast) (TMH - Plastic & Reconstructive) (G3S116),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH193,18000.00
2368,Interpolated Flap Reconstruction-Extremity (TMH - Plastic & Reconstructive) (G3S117),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH194,18000.00
2369,Local Flap Reconstruction (Extremity) (TMH - Plastic & Reconstructive) (G3S118),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH195,18000.00
2370,Reconstruction with Anatomical Closure (TMH - Plastic & Reconstructive) (G3S119),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH196,18000.00
2371,Reconstruction with Local Skin/Mucosal Flap (TMH - Plastic & Reconstructive) (G3S120),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH197,18000.00
2372,Reconstruction with Single Flap (H & N) (TMH - Plastic & Reconstructive) (G3S121),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH198,18000.00
2373,More than 2 Intermediate Procedures (TMH - Breast) (G3S122),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH199,18000.00
2374,Alveolus Composite Resection/Commando (TMH - Head & Neck) (G4S1),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH200,22500.00
2375,Bite Excision/Composite (TMH - Head & Neck) (G4S2),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH201,22500.00
2376,Buccal/Mucosa Composite Resection/Commando (TMH - Head & Neck) (G4S3),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH202,22500.00
2377,Composite Resection - Tonsil (TMH - Head & Neck) (G4S4),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH203,22500.00
2378,Floor of the Mouth - Composite Resection (TMH - Head & Neck) (G4S5),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH204,22500.00
2379,Hemiglossectomy peroral + neck dissection (TMH - Head & Neck) (G4S6),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH205,22500.00
2380,Neck Dissection - Bilateral (TMH - Head & Neck) (G4S7),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH206,22500.00
2381,Parotidectomy with neck dissection (TMH - Head & Neck) (G4S8),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH207,22500.00
2382,Thyroidectomy (Hemi/Subtotal/Total) with neck dissection (TMH - Head & Neck) (G4S9),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH208,22500.00
2383,Tongue/Floor of the Mouth - Pull through neck (TMH - Head & Neck) (G4S10),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH209,22500.00
2384,Tongue composite resection/Commando  (TMH - Head & Neck) (G4S11),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH210,22500.00
2385,Tracheal resection with anastomosis (TMH - Head & Neck) (G4S12),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH211,22500.00
2386,Glosectomy - Anterior 2/3rd (TMH - Head & Neck) (G4S13),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH212,22500.00
2387,Endoscopic Laser excision for Hypopharynx (TMH - Head & Neck) (G4S14),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH213,22500.00
2388,Laryngectomy Near Total (TMH - Head & Neck) (G4S15),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH214,22500.00
2389,Laryngectomy - Partial (TMH - Head & Neck) (G4S16),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH215,22500.00
2390,Laryngectomy - Total (TMH - Head & Neck) (G4S17),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH216,22500.00
2391,Laser fulguration/Excision Trachea (TMH - Head & Neck) (G4S18),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH217,22500.00
2392,Mandibulectomy- Hemi./Marginal/Segmental including middle 1/3rd (TMH - Head & Neck) (G4S19),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH218,22500.00
2393,Maxillectomy - Median/Partial/Total/Total with exenteration (TMH - Head & Neck) (G4S20),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH219,22500.00
2394,Glossectomy Total (TMH - Head & Neck) (G4S21),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH220,22500.00
2395,Parotidectomy - Radical/Superficial/Total (TMH - Head & Neck) (G4S22),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH221,22500.00
2396,Abdominoperineal Resection (TMH - G.I. Surgery) (G4S23),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH222,22500.00
2397,Cholecystectomy Radical (TMH - G.I. Surgery) (G4S24),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH223,22500.00
2398,Colectomy Total (TMH - G.I. Surgery) (G4S25),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH224,22500.00
2399,Gastrectomy (Bilroth-1)/(Bilroth-2) Distal Radical (TMH - G.I. Surgery) (G4S26),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH225,22500.00
2400,Gastrectomy Proximal Radical (TMH - G.I. Surgery) (G4S27),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH226,22500.00
2401,Hepatico-Jejunostomy (TMH - G.I. Surgery) (G4S28),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH227,22500.00
2402,Rectum Anterior Resection (TMH - G.I. Surgery) (G4S29),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH228,22500.00
2403,Colostomy (TMH - G.I. Surgery) (G4S30),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH229,22500.00
2404,Colectomy Subtotal (TMH - G.I. Surgery) (G4S31),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH230,22500.00
2405,Colo-Rectal Anastomosis (TMH - G.I. Surgery) (G4S32),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH231,22500.00
2406,Cysto-Gastrostomy (TMH - G.I. Surgery) (G4S33),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH232,22500.00
2407,Duodenum Partial Excision (TMH - G.I. Surgery) (G4S34),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH233,22500.00
2408,Gastrectomy - Partial (TMH - G.I. Surgery) (G4S35),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH234,22500.00
2409,Hepatectomy - Left Lateral (TMH - G.I. Surgery) (G4S36),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH235,22500.00
2410,Hepatic Metastatectomy (TMH - G.I. Surgery) (G4S37),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH236,22500.00
2411,Hepatic Wedge Excision (TMH - G.I. Surgery) (G4S38),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH237,22500.00
2412,Pancreas Tumor Enucleation (TMH - G.I. Surgery) (G4S39),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH238,22500.00
2413,Pancreatectomy - Distal (TMH - G.I. Surgery) (G4S40),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH239,22500.00
2414,Pancreatic Fistula Closure (TMH - G.I. Surgery) (G4S41),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH240,22500.00
2415,Peustow's Procedure (TMH - G.I. Surgery) (G4S42),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH241,22500.00
2416,Re-Exploration (TMH - G.I. Surgery) (G4S43),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH242,22500.00
2417,Segmental Hepatecomy (TMH - G.I. Surgery) (G4S44),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH243,22500.00
2418,Amputation - Forequarter (TMH - Bone & Soft Tissue) (G4S45),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH244,22500.00
2419,Centralization Of Ulna With Arthrodesis (TMH - Bone & Soft Tissue) (G4S46),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH245,22500.00
2420,Elbow Replacement (TMH - Bone & Soft Tissue) (G4S47),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH246,22500.00
2421,En Bloc Upper Humerus Excision (TMH - Bone & Soft Tissue) (G4S48),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH247,22500.00
2422,Hip Replacement (TMH - Bone & Soft Tissue) (G4S49),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH248,22500.00
2423,Knee Total Replacement (TMH - Bone & Soft Tissue) (G4S50),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH249,22500.00
2424,Paraspinal Tumor Excision (TMH - Bone & Soft Tissue) (G4S51),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH250,22500.00
2425,Sacral Chordomas (TMH - Bone & Soft Tissue) (G4S52),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH251,22500.00
2426,Segmental Resection Lower Limb + Replacement (TMH - Bone & Soft Tissue) (G4S53),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH252,22500.00
2427,Silastic Replacement (TMH - Bone & Soft Tissue) (G4S54),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH253,22500.00
2428,Silastic Replacement of Hand (TMH - Bone & Soft Tissue) (G4S55),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH254,22500.00
2429,Soft Tissue Wide Excision + Reconstruction (TMH - Bone & Soft Tissue) (G4S56),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH255,22500.00
2430,Tikhoff Linberg (TMH - Bone & Soft Tissue) (G4S57),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH256,22500.00
2431,Internal Fixation of Fractures (TMH - Bone & Soft Tissue) (G4S58),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH257,22500.00
2432,Radius Lower End Excision + Wrist Fusion (TMH - Bone & Soft Tissue) (G4S59),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH258,22500.00
2433,Shoulder/Elbow Arthrodesis (TMH - Bone & Soft Tissue) (G4S60),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH259,22500.00
2434,Hip Arthrodesis (TMH - Bone & Soft Tissue) (G4S61),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH260,22500.00
2435,Ilizarov Procedure (TMH - Bone & Soft Tissue) (G4S62),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH261,22500.00
2436,Ankle Arthrodesis (TMH - Bone & Soft Tissue) (G4S63),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH262,22500.00
2437,Curettage + Cement / Bone Graft (TMH - Bone & Soft Tissue) (G4S64),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH263,22500.00
2438,Hip Disarticulation (TMH - Bone & Soft Tissue) (G4S65),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH264,22500.00
2439,Spinal Decompression (TMH - Bone & Soft Tissue) (G4S66),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH265,22500.00
2440,B.P. Fistula Repair (TMH - Thoracic & Paediatric) (G4S67),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH266,22500.00
2441,Bronchial Sleeve Resection (TMH - Thoracic & Paediatric) (G4S68),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH267,22500.00
2442,Chest Wall Excision With Any Lung Operation (TMH - Thoracic & Paediatric) (G4S69),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH268,22500.00
2443,Chest Wall Excision With Reconstruction (TMH - Thoracic & Paediatric) (G4S70),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH269,22500.00
2444,Coloplasty (TMH - Thoracic & Paediatric) (G4S71),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH270,22500.00
2445,Esophagus R.A. (TMH - Thoracic & Paediatric) (G4S72),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH271,22500.00
2446,Hemipelvectomy (Paediatric) (TMH - Thoracic & Paediatric) (G4S73),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH272,22500.00
2447,Lobectomy/Bi-lobectomy (Pulmonary) (TMH - Thoracic & Paediatric) (G4S74),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH273,22500.00
2448,Metastatectomy (Both Lungs) (TMH - Thoracic & Paediatric) (G4S75),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH274,22500.00
2449,Thoracoscopic Pleurectomy (TMH - Thoracic & Paediatric) (G4S76),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH275,22500.00
2450,Orbital Exenteration (Paediatric) (TMH - Thoracic & Paediatric) (G4S77),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH276,22500.00
2451,Radical Nephrectomy (Paediatric) (TMH - Thoracic & Paediatric) (G4S78),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH277,22500.00
2452,Thoracoscopic Excision (TMH - Thoracic & Paediatric) (G4S79),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH278,22500.00
2453,Tracheal Stent (TMH - Thoracic & Paediatric) (G4S80),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH279,22500.00
2454,High Orchidectomy + Scrotectomy (TMH - Genitourinary / Gynaecology) (G4S81),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH280,22500.00
2455,Urethrotomy Visual Internal (TMH - Genitourinary / Gynaecology) (G4S82),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH281,22500.00
2456,Bladder Tumor Trans Urethral Resection (TMH - Genitourinary / Gynaecology) (G4S83),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH282,22500.00
2457,Colostomy + Urinary Diversion (TMH - Genitourinary / Gynaecology) (G4S84),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH283,22500.00
2458,TAH+ BSO + Omentectomy (TMH - Genitourinary / Gynaecology) (G4S85),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH284,22500.00
2459,Excision of Undescended Testis Tumor (TMH - Genitourinary / Gynaecology) (G4S86),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH285,22500.00
2460,Vulvectomy - Radical (TMH - Genitourinary / Gynaecology) (G4S87),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH286,22500.00
2461,Vulvectomy - Total (TMH - Genitourinary / Gynaecology) (G4S88),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH287,22500.00
2462,Microvascular Reconstruction (Extremity) (TMH - Plastic & Reconstructive) (G4S89),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH288,22500.00
2463,Penile Reconstruction (TMH - Plastic & Reconstructive) (G4S90),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH289,22500.00
2464,Reconstruction With Double Flaps (Head and Neck) (TMH - Plastic & Reconstructive) (G4S91),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH290,22500.00
2465,Reconstruction With Interpolation - Composite Flap (TMH - Plastic & Reconstructive) (G4S92),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH291,22500.00
2466,Skeletal Reconstruction (Extremity) (TMH - Plastic & Reconstructive) (G4S93),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH292,22500.00
2467,Bilateral Mastectomy (TMH - Breast) (G4S94),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH293,22500.00
2468,Axillary Dissection Alone (TMH - Breast) (G4S95),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH294,22500.00
2469,Breast Lumpectomy + Axilla Dissection (TMH - Breast) (G4S96),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH295,22500.00
2470,Simple/Radical/Modified Radical Mastectomy (TMH - Breast) (G4S97),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH296,22500.00
2471,Radical/Simple Mastectomy (TMH - Breast) (G4S98),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH297,22500.00
2472,Anterior Craniofacial Excision (TMH - Head & Neck) (G5S1),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH298,31500.00
2473,Excision of Carotid Body Tumour (TMH - Head & Neck) (G5S2),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH299,31500.00
2474,Excision of Transnasal Angiofibroma (TMH - Head & Neck) (G5S3),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH300,31500.00
2475,Laryngopharyngectomy Total with Gastric Pull Up (TMH - Head & Neck) (G5S4),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH301,31500.00
2476,Temporal Bone Resection (TMH - Head & Neck) (G5S5),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH302,31500.00
2477,Excision of Clivus Tumour (Skull Base + Reconstruction) (TMH - Head & Neck) (G5S6),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH303,31500.00
2478,Infratemporal fossa clearance (TMH - Head & Neck) (G5S7),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH304,31500.00
2479,Colon (Total Proctocolectomy) (TMH - G.I. Surgery) (G5S8),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH305,31500.00
2480,Common Bile Duct Excision (TMH - G.I. Surgery) (G5S9),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH306,31500.00
2481,Excision Cholangiocarcinoma (TMH - G.I. Surgery) (G5S10),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH307,31500.00
2482,Gastrectomy -Total (TMH - G.I. Surgery) (G5S11),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH308,31500.00
2483,Hepatectomy -Right (TMH - G.I. Surgery) (G5S12),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH309,31500.00
2484,Multi Organ Excision (TMH - G.I. Surgery) (G5S13),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH310,31500.00
2485,Pancreatectomy -Subtotal (TMH - G.I. Surgery) (G5S14),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH311,31500.00
2486,Rectum Post Exenteration (TMH - G.I. Surgery) (G5S15),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH312,31500.00
2487,Retroperitoneal Sarcoma (TMH - G.I. Surgery) (G5S16),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH313,31500.00
2488,Knee Arthrodesis with Turnoplasty/Allograft  (TMH - Bone & Soft Tissue) (G5S17),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH314,31500.00
2489,Spinal Decompression + Reconstruction/Instrumentation  (TMH - Bone & Soft Tissue) (G5S18),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH315,31500.00
2490,Revision of Shoulder/Knee Replacement (TMH - Bone & Soft Tissue) (G5S19),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH316,31500.00
2491,En Bloc Excision + Reconstruction (TMH - Bone & Soft Tissue) (G5S20),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH317,31500.00
2492,Rotationplasty (TMH - Bone & Soft Tissue) (G5S21),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH318,31500.00
2493,Sacral Tumors (TMH - Bone & Soft Tissue) (G5S22),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH319,31500.00
2494,Bronchial + Vascular Sleeve (TMH - Thoracic & Paediatric) (G5S23),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH320,31500.00
2495,Radical Nephrectomy (Paediatric) + Bowel Excision (TMH - Thoracic & Paediatric) (G5S24),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH321,31500.00
2496,Retroperitoneal Tumor + Bowel Excision (TMH - Thoracic & Paediatric) (G5S25),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH322,31500.00
2497,Ivor Lewis (TMH - Thoracic & Paediatric) (G5S26),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH323,31500.00
2498,Mediastinal Tumor Excision (TMH - Thoracic & Paediatric) (G5S27),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH324,31500.00
2499,Pneumonectomy (TMH - Thoracic & Paediatric) (G5S28),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH325,31500.00
2500,Total Esophagectomy (Transhiatal) (TMH - Thoracic & Paediatric) (G5S29),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH326,31500.00
2501,Thymectomy (TMH - Thoracic & Paediatric) (G5S30),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH327,31500.00
2502,Nephrectomy - Radical + IVC Thrombectomy (TMH - Genitourinary / Gynaecology) (G5S31),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH328,31500.00
2503,Laparoscopy (TMH - Genitourinary / Gynaecology) (G5S32),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH329,31500.00
2504,Ureteroscopy (TMH - Genitourinary / Gynaecology) (G5S33),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH330,31500.00
2505,Cystectomy - Partial (TMH - Genitourinary / Gynaecology) (G5S34),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH331,31500.00
2506,Exploration + Ileo/Colostomy (TMH - Genitourinary / Gynaecology) (G5S35),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH332,31500.00
2507,Ileal Conduit (Bladder) (TMH - Genitourinary / Gynaecology) (G5S36),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH333,31500.00
2508,Transurethral Resection of Prostate (TMH - Genitourinary / Gynaecology) (G5S37),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH334,31500.00
2509,Ureter Resection Anastomosis (TMH - Genitourinary / Gynaecology) (G5S38),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH335,31500.00
2510,Reimplantation of Ureter(s) (TMH - Genitourinary / Gynaecology) (G5S39),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH336,31500.00
2511,Ureterectomy + Bladder Cuff (TMH - Genitourinary / Gynaecology) (G5S40),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH337,31500.00
2512,Urethrectomy (TMH - Genitourinary / Gynaecology) (G5S41),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH338,31500.00
2513,Ureteroscopic Resection (TMH - Genitourinary / Gynaecology) (G5S42),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH339,31500.00
2514,Continent Urinary Diversion (TMH - Genitourinary / Gynaecology) (G5S43),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH340,31500.00
2515,Neobladder (TMH - Genitourinary / Gynaecology) (G5S44),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH341,31500.00
2516,Nephrectomy - Radical (TMH - Genitourinary / Gynaecology) (G5S45),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH342,31500.00
2517,Nephroureterectomy (TMH - Genitourinary / Gynaecology) (G5S46),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH343,31500.00
2518,Prostatectomy - Radical (TMH - Genitourinary / Gynaecology) (G5S47),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH344,31500.00
2519,Radical Hysterectomy + Pelvic Lymphadenectomy (Wertheim's) (TMH - Genitourinary / Gynaecology) (G5S48),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH345,31500.00
2520,Laparoscopic Hysterectomy (TMH - Genitourinary / Gynaecology) (G5S49),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH346,31500.00
2521,Reconstruction With Flap (Chest & Abdominal) (TMH - Plastic & Reconstructive) (G5S50),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH347,31500.00
2522,Cervical Neuroblastoma Excision (TMH - Head & Neck) (G6S1),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH348,40500.00
2523,Combine Craniofacial Resection (TMH - Head & Neck) (G6S2),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH349,40500.00
2524,Craniotomy for posterior fossa tumors with navigation (TMH - Head & Neck) (G6S3),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH350,40500.00
2525,Craniotomy for supratentorial tumors - without navigation (TMH - Head & Neck) (G6S4),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH351,40500.00
2526,Retromastoid Craniotomy (TMH - Head & Neck) (G6S5),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH352,40500.00
2527,Skeletal Reconstruction (Head & Neck) (TMH - Head & Neck) (G6S6),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH353,40500.00
2528,Trans-sphenoidal surgery (TMH - Head & Neck) (G6S7),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH354,40500.00
2529,Abdominal Neuroblastoma Excision (TMH - G.I. Surgery) (G6S8),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH355,40500.00
2530,Abdominosacral Resection (TMH - G.I. Surgery) (G6S9),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH356,40500.00
